"3EBZ_pocket7_atm"	0.909712063746	0.0250557888634
"3EBZ_pocket3_atm"	0.307637911488	0.0815675969626
"3EBZ_pocket11_atm"	0.516469469673	0.0162706244722
"3EBZ_pocket10_atm"	0.0510572170039	0.00500441086004
"3EBZ_pocket4_atm"	0.823415759928	0.0419407520448
"3EBZ_pocket5_atm"	0.453771933819	0.0189882599687
"3EBZ_pocket0_atm"	0.923295797771	0.0126022955957
"3EBZ_pocket1_atm"	0.647031600079	0.083361992763
"3EBZ_pocket6_atm"	0.715954701934	0.126583457505
"3EBZ_pocket8_atm"	0.906132381653	0.0273261324218
"3EBZ_pocket9_atm"	0.0321795260806	0.0132061025951
"3EBZ_pocket2_atm"	0.0556333730864	0.00937306389207
