,poches,score
94,5UPJ_pocket5_atm.pdb;4UPJ_pocket2_atm.pdb,0.0
95,1IDA_pocket5_atm.pdb;3UPJ_pocket7_atm.pdb,0.0
96,3ECG_pocket2_atm.pdb;2MIP_pocket3_atm.pdb,0.0
97,3EC0_pocket7_atm.pdb;1IVQ_pocket2_atm.pdb,0.0
98,1HSH_pocket4_atm.pdb;3EBZ_pocket9_atm.pdb,0.0
99,1IVP_pocket10_atm.pdb;1HSI_pocket3_atm.pdb,0.0
100,5UPJ_pocket1_atm.pdb;1HSI_pocket9_atm.pdb,0.0
101,1JLD_pocket2_atm.pdb;1IVP_pocket0_atm.pdb,0.0345
102,1JLD_pocket2_atm.pdb;3EC0_pocket4_atm.pdb,0.4038
103,1HSH_pocket2_atm.pdb;1IVP_pocket3_atm.pdb,0.0
104,2MIP_pocket2_atm.pdb;1HSH_pocket8_atm.pdb,0.0
105,3EC0_pocket5_atm.pdb;3ECG_pocket3_atm.pdb,0.0
106,5UPJ_pocket1_atm.pdb;1JLD_pocket10_atm.pdb,0.0462
107,1IDB_pocket5_atm.pdb;1HSH_pocket2_atm.pdb,0.0
108,1IDA_pocket0_atm.pdb;2HPF_pocket6_atm.pdb,0.0
109,3ECG_pocket2_atm.pdb;3UPJ_pocket6_atm.pdb,0.0
110,1JLD_pocket8_atm.pdb;6UPJ_pocket7_atm.pdb,0.0
111,3S45_pocket5_atm.pdb;3EBZ_pocket6_atm.pdb,0.0
112,1HSI_pocket5_atm.pdb;3UPJ_pocket5_atm.pdb,0.0
113,3EBZ_pocket8_atm.pdb;1HSH_pocket6_atm.pdb,0.0
114,1HSI_pocket3_atm.pdb;3EBZ_pocket1_atm.pdb,0.0
115,1HSI_pocket4_atm.pdb;3EBZ_pocket3_atm.pdb,0.0
116,3EBZ_pocket7_atm.pdb;3ECG_pocket0_atm.pdb,0.2683
117,3EBZ_pocket0_atm.pdb;3ECG_pocket7_atm.pdb,0.0
118,3EBZ_pocket0_atm.pdb;1JLD_pocket6_atm.pdb,0.1845
119,3EC0_pocket3_atm.pdb;4UPJ_pocket5_atm.pdb,0.0
120,2HPE_pocket3_atm.pdb;2HPF_pocket1_atm.pdb,0.0
121,1HSH_pocket8_atm.pdb;3UPJ_pocket7_atm.pdb,0.0
122,3S45_pocket5_atm.pdb;1HSI_pocket5_atm.pdb,0.0
123,3ECG_pocket1_atm.pdb;3S45_pocket0_atm.pdb,0.0
124,3EBZ_pocket4_atm.pdb;1HSH_pocket1_atm.pdb,0.0286
125,3EBZ_pocket2_atm.pdb;1JLD_pocket10_atm.pdb,0.0
126,1IVP_pocket7_atm.pdb;1HSH_pocket0_atm.pdb,0.0081
127,1HSH_pocket3_atm.pdb;1IVP_pocket5_atm.pdb,0.4103
128,1IDA_pocket4_atm.pdb;1IDA_pocket1_atm.pdb,0.0
129,2HPF_pocket3_atm.pdb;3UPJ_pocket7_atm.pdb,0.0
130,1IVQ_pocket3_atm.pdb;2HPF_pocket5_atm.pdb,0.0
131,3ECG_pocket4_atm.pdb;2HPE_pocket4_atm.pdb,0.0333
132,1HSH_pocket3_atm.pdb;1JLD_pocket1_atm.pdb,0.0
133,3EC0_pocket0_atm.pdb;1IVQ_pocket3_atm.pdb,0.2479
134,1IDB_pocket5_atm.pdb;6UPJ_pocket0_atm.pdb,0.0
135,1IDB_pocket5_atm.pdb;1IVP_pocket4_atm.pdb,0.0426
136,1HSI_pocket4_atm.pdb;1HSI_pocket9_atm.pdb,0.0714
137,3UPJ_pocket3_atm.pdb;6UPJ_pocket7_atm.pdb,0.0
138,6UPJ_pocket1_atm.pdb;3S45_pocket2_atm.pdb,0.0
139,3UPJ_pocket3_atm.pdb;3S45_pocket1_atm.pdb,0.0
140,3EC0_pocket4_atm.pdb;3EC0_pocket2_atm.pdb,0.0
141,3S45_pocket11_atm.pdb;3UPJ_pocket1_atm.pdb,0.0
142,1HSI_pocket4_atm.pdb;6UPJ_pocket5_atm.pdb,0.0175
143,1HSH_pocket8_atm.pdb;1IVP_pocket4_atm.pdb,0.0
144,3S45_pocket0_atm.pdb;1HSI_pocket2_atm.pdb,0.0727
145,1IDA_pocket7_atm.pdb;3S45_pocket6_atm.pdb,0.0
146,3ECG_pocket3_atm.pdb;1HII_pocket2_atm.pdb,0.0267
147,6UPJ_pocket8_atm.pdb;2HPE_pocket2_atm.pdb,0.0
148,1IDB_pocket10_atm.pdb;1HII_pocket6_atm.pdb,0.0
149,1IDA_pocket4_atm.pdb;1HSH_pocket6_atm.pdb,0.029
150,1JLD_pocket4_atm.pdb;3EBZ_pocket5_atm.pdb,0.0
151,1IVQ_pocket2_atm.pdb;2HPF_pocket1_atm.pdb,0.0526
152,1IVP_pocket1_atm.pdb;3EBZ_pocket5_atm.pdb,0.0
153,1JLD_pocket2_atm.pdb;1IVP_pocket6_atm.pdb,0.0
154,1IVP_pocket2_atm.pdb;1HII_pocket6_atm.pdb,0.0
155,1IVQ_pocket3_atm.pdb;1IVP_pocket0_atm.pdb,0.0889
156,1HSI_pocket4_atm.pdb;3EBZ_pocket6_atm.pdb,0.0
157,2MIP_pocket1_atm.pdb;2HPF_pocket6_atm.pdb,0.0
158,1IDA_pocket4_atm.pdb;1HSI_pocket1_atm.pdb,0.0
159,1IVP_pocket2_atm.pdb;6UPJ_pocket2_atm.pdb,0.0
160,1IVQ_pocket3_atm.pdb;3EC0_pocket1_atm.pdb,0.0
161,3ECG_pocket5_atm.pdb;3S45_pocket5_atm.pdb,0.0
162,1HSI_pocket4_atm.pdb;1JLD_pocket0_atm.pdb,0.0
163,1HII_pocket4_atm.pdb;1IVP_pocket3_atm.pdb,0.0
164,4UPJ_pocket0_atm.pdb;6UPJ_pocket7_atm.pdb,0.0
165,3EBZ_pocket0_atm.pdb;2HPF_pocket4_atm.pdb,0.0
166,3EBZ_pocket9_atm.pdb;3ECG_pocket6_atm.pdb,0.0
167,1HSH_pocket5_atm.pdb;1IDB_pocket4_atm.pdb,0.0328
168,3ECG_pocket5_atm.pdb;3UPJ_pocket7_atm.pdb,0.561
169,1IVP_pocket6_atm.pdb;1IVP_pocket5_atm.pdb,0.0
170,2HPF_pocket6_atm.pdb;4UPJ_pocket2_atm.pdb,0.322
171,1IDB_pocket9_atm.pdb;3EC0_pocket5_atm.pdb,0.0
172,3EC0_pocket1_atm.pdb;1JLD_pocket1_atm.pdb,0.5238
173,1HSH_pocket8_atm.pdb;1JLD_pocket10_atm.pdb,0.0
174,3EBZ_pocket6_atm.pdb;3EBZ_pocket10_atm.pdb,0.0
175,1HSH_pocket3_atm.pdb;1IDB_pocket8_atm.pdb,0.0
176,1IDA_pocket5_atm.pdb;1JLD_pocket10_atm.pdb,0.0
177,3S45_pocket3_atm.pdb;3UPJ_pocket5_atm.pdb,0.0
178,3EBZ_pocket4_atm.pdb;1JLD_pocket3_atm.pdb,0.0
179,2HPE_pocket4_atm.pdb;3EC0_pocket1_atm.pdb,0.026
180,2HPE_pocket3_atm.pdb;1HII_pocket6_atm.pdb,0.0
181,5UPJ_pocket2_atm.pdb;1HSH_pocket3_atm.pdb,0.0
182,5UPJ_pocket0_atm.pdb;1IVQ_pocket1_atm.pdb,0.0
183,1HSI_pocket3_atm.pdb;1IVP_pocket7_atm.pdb,0.0
184,6UPJ_pocket6_atm.pdb;3EC0_pocket5_atm.pdb,0.0
185,3ECG_pocket10_atm.pdb;4UPJ_pocket7_atm.pdb,0.0
186,6UPJ_pocket6_atm.pdb;2HPF_pocket1_atm.pdb,0.0
187,3UPJ_pocket6_atm.pdb;3ECG_pocket11_atm.pdb,0.0
188,3S45_pocket0_atm.pdb;3EBZ_pocket1_atm.pdb,0.0
189,3ECG_pocket2_atm.pdb;1IDA_pocket1_atm.pdb,0.0
190,3ECG_pocket2_atm.pdb;1JLD_pocket10_atm.pdb,0.0
191,1HSI_pocket4_atm.pdb;1IDA_pocket6_atm.pdb,0.0
192,1IVQ_pocket3_atm.pdb;5UPJ_pocket5_atm.pdb,0.0625
193,3EBZ_pocket8_atm.pdb;1IDA_pocket2_atm.pdb,0.0
194,6UPJ_pocket3_atm.pdb;1HSH_pocket8_atm.pdb,0.0
195,6UPJ_pocket1_atm.pdb;2HPF_pocket1_atm.pdb,0.0
196,3ECG_pocket4_atm.pdb;1IVP_pocket1_atm.pdb,0.0
197,4UPJ_pocket6_atm.pdb;1HSI_pocket1_atm.pdb,0.0
198,3EBZ_pocket8_atm.pdb;1IVQ_pocket6_atm.pdb,0.0
199,3UPJ_pocket1_atm.pdb;3S45_pocket2_atm.pdb,0.0
200,1IVP_pocket11_atm.pdb;2HPE_pocket7_atm.pdb,0.0
201,1IVQ_pocket6_atm.pdb;1HSI_pocket4_atm.pdb,0.0
202,2MIP_pocket0_atm.pdb;1IVP_pocket3_atm.pdb,0.0
203,1IDA_pocket0_atm.pdb;2MIP_pocket4_atm.pdb,0.0388
204,1HSI_pocket5_atm.pdb;1JLD_pocket4_atm.pdb,0.0
205,1HSH_pocket4_atm.pdb;1IVQ_pocket4_atm.pdb,0.0746
206,3UPJ_pocket2_atm.pdb;1IDB_pocket8_atm.pdb,0.0
207,4UPJ_pocket0_atm.pdb;1HII_pocket2_atm.pdb,0.1101
208,3ECG_pocket4_atm.pdb;1JLD_pocket0_atm.pdb,0.0
209,3S45_pocket6_atm.pdb;6UPJ_pocket2_atm.pdb,0.0
210,1IDB_pocket4_atm.pdb;3ECG_pocket11_atm.pdb,0.0
211,1HSI_pocket5_atm.pdb;3UPJ_pocket6_atm.pdb,0.0
212,1IVQ_pocket7_atm.pdb;1IVP_pocket9_atm.pdb,0.0
213,1HII_pocket4_atm.pdb;3S45_pocket0_atm.pdb,0.0
214,2MIP_pocket0_atm.pdb;3UPJ_pocket7_atm.pdb,0.0153
215,1JLD_pocket3_atm.pdb;3UPJ_pocket7_atm.pdb,0.0
216,1HII_pocket5_atm.pdb;1IDB_pocket7_atm.pdb,0.0
217,3EC0_pocket2_atm.pdb;1HSH_pocket0_atm.pdb,0.0
218,1IDA_pocket7_atm.pdb;3EBZ_pocket0_atm.pdb,0.0
219,3UPJ_pocket5_atm.pdb;3EBZ_pocket3_atm.pdb,0.061
220,1HSI_pocket7_atm.pdb;1IDA_pocket4_atm.pdb,0.0
221,1IDB_pocket10_atm.pdb;2HPF_pocket3_atm.pdb,0.0
222,5UPJ_pocket1_atm.pdb;1HII_pocket8_atm.pdb,0.0
223,1HSI_pocket8_atm.pdb;1HSI_pocket6_atm.pdb,0.0
224,6UPJ_pocket6_atm.pdb;5UPJ_pocket2_atm.pdb,0.0
225,1IDB_pocket10_atm.pdb;1IVQ_pocket7_atm.pdb,0.0
226,1IDA_pocket2_atm.pdb;1IVQ_pocket1_atm.pdb,0.0
227,1IDA_pocket2_atm.pdb;5UPJ_pocket3_atm.pdb,0.0
228,1HSI_pocket5_atm.pdb;1HSI_pocket8_atm.pdb,0.0
229,1IVP_pocket10_atm.pdb;3EC0_pocket5_atm.pdb,0.0
230,6UPJ_pocket4_atm.pdb;2HPF_pocket3_atm.pdb,0.0
231,2HPE_pocket2_atm.pdb;3EC0_pocket9_atm.pdb,0.0
232,1HSI_pocket5_atm.pdb;1IDB_pocket8_atm.pdb,0.0364
233,1HSH_pocket4_atm.pdb;3S45_pocket2_atm.pdb,0.0
234,1IDA_pocket0_atm.pdb;6UPJ_pocket0_atm.pdb,0.2114
235,3ECG_pocket1_atm.pdb;3S45_pocket3_atm.pdb,0.0
236,5UPJ_pocket0_atm.pdb;3ECG_pocket1_atm.pdb,0.0
237,3EBZ_pocket3_atm.pdb;1JLD_pocket10_atm.pdb,0.4286
238,6UPJ_pocket5_atm.pdb;1JLD_pocket6_atm.pdb,0.0
239,2HPF_pocket3_atm.pdb;1HSH_pocket0_atm.pdb,0.0982
240,1HSH_pocket2_atm.pdb;1HSH_pocket7_atm.pdb,0.0
241,3EC0_pocket1_atm.pdb;3ECG_pocket8_atm.pdb,0.0
242,2HPF_pocket0_atm.pdb;3EBZ_pocket1_atm.pdb,0.0
243,2HPE_pocket1_atm.pdb;3EC0_pocket6_atm.pdb,0.0
244,3S45_pocket0_atm.pdb;3UPJ_pocket5_atm.pdb,0.0357
245,2MIP_pocket1_atm.pdb;6UPJ_pocket2_atm.pdb,0.0
246,1HSI_pocket7_atm.pdb;6UPJ_pocket0_atm.pdb,0.0
247,1JLD_pocket2_atm.pdb;2HPE_pocket2_atm.pdb,0.0
248,1IDB_pocket0_atm.pdb;1HSI_pocket6_atm.pdb,0.0
249,1HII_pocket3_atm.pdb;1HSI_pocket3_atm.pdb,0.0
250,1HII_pocket5_atm.pdb;1IVQ_pocket4_atm.pdb,0.0
251,3ECG_pocket4_atm.pdb;1IDA_pocket3_atm.pdb,0.0
252,2HPE_pocket3_atm.pdb;2MIP_pocket5_atm.pdb,0.0
253,4UPJ_pocket3_atm.pdb;5UPJ_pocket4_atm.pdb,0.0
254,2HPE_pocket3_atm.pdb;1JLD_pocket8_atm.pdb,0.0
255,4UPJ_pocket6_atm.pdb;5UPJ_pocket0_atm.pdb,0.0
256,1HII_pocket6_atm.pdb;1IDB_pocket8_atm.pdb,0.0
257,1JLD_pocket10_atm.pdb;3ECG_pocket7_atm.pdb,0.0
258,5UPJ_pocket2_atm.pdb;2MIP_pocket5_atm.pdb,0.0385
259,3EBZ_pocket2_atm.pdb;4UPJ_pocket0_atm.pdb,0.0
260,6UPJ_pocket8_atm.pdb;3UPJ_pocket3_atm.pdb,0.0
261,2HPE_pocket5_atm.pdb;1IDB_pocket4_atm.pdb,0.0
262,1HSI_pocket5_atm.pdb;2HPF_pocket6_atm.pdb,0.0
263,1IVP_pocket1_atm.pdb;1HII_pocket3_atm.pdb,0.0
264,1HSH_pocket4_atm.pdb;1JLD_pocket7_atm.pdb,0.0
265,1HSH_pocket5_atm.pdb;3EC0_pocket5_atm.pdb,0.0
266,3ECG_pocket4_atm.pdb;1IDA_pocket7_atm.pdb,0.0
267,1HSI_pocket1_atm.pdb;1JLD_pocket1_atm.pdb,0.0
268,1JLD_pocket2_atm.pdb;1HII_pocket5_atm.pdb,0.0
269,2HPE_pocket2_atm.pdb;1IVP_pocket5_atm.pdb,0.0
270,1IDB_pocket10_atm.pdb;1IVQ_pocket1_atm.pdb,0.0
271,2MIP_pocket3_atm.pdb;1IDA_pocket4_atm.pdb,0.0
272,3ECG_pocket5_atm.pdb;1IVQ_pocket3_atm.pdb,0.0
273,1IDA_pocket3_atm.pdb;3ECG_pocket3_atm.pdb,0.0405
274,4UPJ_pocket6_atm.pdb;1JLD_pocket4_atm.pdb,0.0
275,3EBZ_pocket7_atm.pdb;3EBZ_pocket1_atm.pdb,0.0
276,1HII_pocket4_atm.pdb;1HSI_pocket7_atm.pdb,0.0
277,1IVP_pocket5_atm.pdb;1JLD_pocket7_atm.pdb,0.0
278,2MIP_pocket0_atm.pdb;1HSH_pocket6_atm.pdb,0.0097
279,3UPJ_pocket7_atm.pdb;1JLD_pocket0_atm.pdb,0.0
280,1IDA_pocket7_atm.pdb;2MIP_pocket4_atm.pdb,0.0
281,1JLD_pocket4_atm.pdb;1JLD_pocket1_atm.pdb,0.0
282,4UPJ_pocket1_atm.pdb;2HPE_pocket8_atm.pdb,0.0
283,1JLD_pocket10_atm.pdb;3EC0_pocket4_atm.pdb,0.2766
284,3EC0_pocket0_atm.pdb;4UPJ_pocket7_atm.pdb,0.0
285,3S45_pocket0_atm.pdb;3EBZ_pocket2_atm.pdb,0.0
286,1IVP_pocket6_atm.pdb;3ECG_pocket6_atm.pdb,0.0
287,1IDB_pocket2_atm.pdb;3ECG_pocket8_atm.pdb,0.0
288,1IDA_pocket4_atm.pdb;1JLD_pocket9_atm.pdb,0.0
289,4UPJ_pocket6_atm.pdb;3EBZ_pocket5_atm.pdb,0.3043
290,3EC0_pocket7_atm.pdb;1IVP_pocket9_atm.pdb,0.0
291,3S45_pocket3_atm.pdb;4UPJ_pocket1_atm.pdb,0.0
292,1IVP_pocket4_atm.pdb;1HSH_pocket5_atm.pdb,0.0
293,1IDA_pocket7_atm.pdb;5UPJ_pocket3_atm.pdb,0.0
294,6UPJ_pocket2_atm.pdb;3ECG_pocket8_atm.pdb,0.0
295,5UPJ_pocket0_atm.pdb;1IDA_pocket6_atm.pdb,0.0
296,6UPJ_pocket0_atm.pdb;3EC0_pocket1_atm.pdb,0.0082
297,1HII_pocket0_atm.pdb;1HII_pocket6_atm.pdb,0.0
298,1HII_pocket4_atm.pdb;3S45_pocket7_atm.pdb,0.0
299,3EBZ_pocket11_atm.pdb;1HII_pocket7_atm.pdb,0.0
300,3ECG_pocket1_atm.pdb;1HSI_pocket9_atm.pdb,0.0
301,1IVP_pocket2_atm.pdb;1JLD_pocket10_atm.pdb,0.0
302,1IDB_pocket0_atm.pdb;1IVP_pocket6_atm.pdb,0.0469
303,2HPE_pocket6_atm.pdb;3EC0_pocket5_atm.pdb,0.0
304,1JLD_pocket3_atm.pdb;1HSH_pocket0_atm.pdb,0.0
305,6UPJ_pocket0_atm.pdb;3ECG_pocket3_atm.pdb,0.0
306,2HPE_pocket1_atm.pdb;1HSH_pocket6_atm.pdb,0.0
307,1IDA_pocket6_atm.pdb;3S45_pocket1_atm.pdb,0.0
308,6UPJ_pocket3_atm.pdb;1HSI_pocket4_atm.pdb,0.1273
309,1HII_pocket7_atm.pdb;2HPE_pocket0_atm.pdb,0.0
310,5UPJ_pocket3_atm.pdb;2HPF_pocket5_atm.pdb,0.0
311,1IDB_pocket8_atm.pdb;1HSH_pocket6_atm.pdb,0.0
312,1IDB_pocket9_atm.pdb;3S45_pocket4_atm.pdb,0.0
313,1HSH_pocket7_atm.pdb;1IDB_pocket2_atm.pdb,0.0
314,3UPJ_pocket6_atm.pdb;1HII_pocket6_atm.pdb,0.0
315,1HSI_pocket0_atm.pdb;3S45_pocket2_atm.pdb,0.0
316,1JLD_pocket9_atm.pdb;1IVP_pocket5_atm.pdb,0.0
317,3EBZ_pocket8_atm.pdb;3UPJ_pocket0_atm.pdb,0.0791
318,3EBZ_pocket2_atm.pdb;4UPJ_pocket5_atm.pdb,0.0
319,3ECG_pocket5_atm.pdb;3EC0_pocket6_atm.pdb,0.0189
320,2MIP_pocket5_atm.pdb;4UPJ_pocket2_atm.pdb,0.0
321,1IDB_pocket5_atm.pdb;3S45_pocket4_atm.pdb,0.0
322,3EC0_pocket7_atm.pdb;3S45_pocket8_atm.pdb,0.0
323,3ECG_pocket2_atm.pdb;6UPJ_pocket2_atm.pdb,0.0
324,1IVP_pocket4_atm.pdb;3S45_pocket4_atm.pdb,0.0
325,3S45_pocket6_atm.pdb;1HII_pocket5_atm.pdb,0.0
326,3EC0_pocket3_atm.pdb;3ECG_pocket11_atm.pdb,0.0
327,2MIP_pocket3_atm.pdb;4UPJ_pocket0_atm.pdb,0.0
328,1HII_pocket3_atm.pdb;3EC0_pocket7_atm.pdb,0.0
329,3EBZ_pocket2_atm.pdb;6UPJ_pocket1_atm.pdb,0.0
330,1IVP_pocket5_atm.pdb;5UPJ_pocket5_atm.pdb,0.0
331,4UPJ_pocket3_atm.pdb;2HPE_pocket0_atm.pdb,0.0387
332,1IVP_pocket0_atm.pdb;6UPJ_pocket0_atm.pdb,0.1753
333,1IVP_pocket7_atm.pdb;1JLD_pocket6_atm.pdb,0.0
334,3UPJ_pocket2_atm.pdb;1IVQ_pocket2_atm.pdb,0.0
335,1IDA_pocket2_atm.pdb;3EC0_pocket7_atm.pdb,0.0
336,2HPE_pocket1_atm.pdb;3EC0_pocket5_atm.pdb,0.25
337,4UPJ_pocket1_atm.pdb;1IVP_pocket11_atm.pdb,0.0
338,1IDB_pocket0_atm.pdb;1HSH_pocket2_atm.pdb,0.2449
339,3UPJ_pocket3_atm.pdb;3EC0_pocket7_atm.pdb,0.0
340,1IDA_pocket6_atm.pdb;1IDB_pocket4_atm.pdb,0.0
341,1JLD_pocket7_atm.pdb;2MIP_pocket4_atm.pdb,0.0
342,3S45_pocket9_atm.pdb;1IVQ_pocket4_atm.pdb,0.0
343,3S45_pocket0_atm.pdb;2HPF_pocket6_atm.pdb,0.0
344,3EBZ_pocket7_atm.pdb;1JLD_pocket1_atm.pdb,0.0
